EVENTID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21,Extra_22,Extra_23,Extra_24,Extra_25,Extra_26,Extra_27,Extra_28,Extra_29,Extra_30,Extra_31,Extra_32,Extra_33,Extra_34,Extra_35,Extra_36,Extra_37,Extra_38,Extra_39,Extra_40,Extra_41,Extra_42,Extra_43,Extra_44,Extra_45,Extra_46,Extra_47,Extra_48,Extra_49,Extra_50,Extra_51,Extra_52,Extra_53,Extra_54,Extra_55,Extra_56,Extra_57,Extra_58,Extra_59,Extra_60,Extra_61,Extra_62,Extra_63,Extra_64,Extra_65,Extra_66,Extra_67,Extra_68,Extra_69,Extra_70,Extra_71,Extra_72,Extra_73,Extra_74,Extra_75,Extra_76,Extra_77,Extra_78,Extra_79,Extra_80,Extra_81,Extra_82,Extra_83,Extra_84,Extra_85,Extra_86,Extra_87,Extra_88,Extra_89,Extra_90,Extra_91,Extra_92,Extra_93,Extra_94,Extra_95,Extra_96,Extra_97,Extra_98,Extra_99,Extra_100,Extra_101,Extra_102,Extra_103,Extra_104,Extra_105,Extra_106,Extra_107,Extra_108,Extra_109,Extra_110
601484393,se  ,ISC      ,22-07-2012,03:08:47.23, 24.9434,  96.7743,10.0,TRUE  ,ISC      ,mb    ,4.0,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.4,IDC      ,mbtmp , 3.9,IDC      ,ML    , 4.3,IDC      ,MS    , 2.6,IDC      ,Ms1   , 2.8,IDC      ,ms1mx , 2.4,NEIC     ,mb    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606544431,ke  ,NDI      ,24-07-2012,12:24:25.70, 26.1880,  92.2070,35.4,      ,NDI      ,ML    ,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601643197,ke  ,ISC      ,24-07-2012,20:21:09.73, 23.8591,  94.3422,96.0,TRUE  ,ISC      ,mb    ,3.6,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 3.0,IDC      ,mbtmp , 3.7,IDC      ,MS    , 3.2,IDC      ,Ms1   , 3.2,IDC      ,ms1mx , 2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601666493,ke  ,IDC      ,26-07-2012,19:36:51.29, 24.0856,  94.7984,0.0,TRUE  ,IDC      ,mb    ,3.4,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601476135,ke  ,ISC      ,26-07-2012,23:59:54.78, 25.6634, 100.0315,10.0,TRUE  ,ISC      ,mb    ,3.9,BJI      ,mb    , 4.0,BJI      ,ML    , 3.7,BJI      ,Ms    , 3.5,BJI      ,Ms7   , 3.5,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 4.0,IDC      ,ML    , 4.1,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601666545,ke  ,IDC      ,28-07-2012,00:06:49.85, 26.1496,  92.6694,0.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mb1   , 3.3,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601484809,fe  ,ISC      ,29-07-2012,02:21:12.95, 22.9263,  94.2784,81.1,      ,ISC      ,mb    ,5.7,BJI      ,mb    , 5.7,BJI      ,mB    , 5.7,BJI      ,ML    , 5.6,BJI      ,Ms    , 5.4,BJI      ,Ms7   , 5.2,MOS      ,mb    , 5.8,MOS      ,MS    , 5.0,NEIC     ,mb    , 5.8,NEIC     ,MW    , 5.7,IDC      ,mb    , 5.2,IDC      ,mb1   , 5.2,IDC      ,mb1mx , 5.2,IDC      ,mbtmp , 5.5,IDC      ,MS    , 4.7,IDC      ,Ms1   , 4.7,IDC      ,ms1mx , 4.7,GCMT     ,MW    , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601630282,ke  ,ISC      ,29-07-2012,06:29:20.26, 22.8768,  93.8413,100.0,TRUE  ,ISC      ,mb    ,3.8,NDI      ,ML    , 3.4,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601666612,ke  ,ISC      ,29-07-2012,07:28:05.76, 24.1762,  94.4304,19.3,      ,ISC      ,mb    ,3.7,ISC      ,MS    , 3.2,IDC      ,mb    , 3.8,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.8,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 2.6,NDI      ,ML    , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601497904,ke  ,ISC      ,29-07-2012,20:03:03.49, 27.9114,  92.0454,52.1,      ,ISC      ,mb    ,3.7,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.6,NDI      ,ML    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601650764,ke  ,ISC      ,30-07-2012,08:30:43.83, 17.6133,  94.0640,28.0,TRUE  ,ISC      ,mb    ,3.8,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.7,IDC      ,ML    , 4.4,IDC      ,MS    , 3.6,IDC      ,Ms1   , 3.6,IDC      ,ms1mx , 2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601650777,ke  ,ISC      ,30-07-2012,16:56:43.79, 24.8511,  95.3142,10.0,TRUE  ,ISC      ,mb    ,3.4,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601650779,ke  ,ISC      ,30-07-2012,17:11:21.63, 15.1111,  93.5589,10.0,TRUE  ,ISC      ,mb    ,3.5,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601503287,se  ,ISC      ,01-08-2012,21:58:38.12, 25.9903,  96.2665,35.0,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    , 3.4,IDC      ,mb    , 4.3,IDC      ,mb1   , 4.4,IDC      ,mb1mx , 4.3,IDC      ,mbtmp , 4.3,IDC      ,ML    , 4.3,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.2,MOS      ,mb    , 4.8,BJI      ,mb    , 4.5,BJI      ,mB    , 4.8,BJI      ,Ms    , 4.4,BJI      ,Ms7   , 4.1,NEIC     ,mb    , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601513193,se  ,ISC      ,02-08-2012,19:06:10.81, 26.1250,  96.2400,35.0,TRUE  ,ISC      ,mb    ,5.0,ISC      ,MS    , 4.0,NDI      ,ML    , 5.0,MOS      ,mb    , 5.3,MOS      ,MS    , 4.1,BJI      ,mb    , 4.8,BJI      ,mB    , 5.0,BJI      ,ML    , 5.0,BJI      ,Ms    , 4.8,BJI      ,Ms7   , 4.6,IDC      ,mb    , 4.4,IDC      ,mb1   , 4.5,IDC      ,mb1mx , 4.3,IDC      ,mbtmp , 4.7,IDC      ,ML    , 4.5,IDC      ,MS    , 3.8,IDC      ,Ms1   , 3.8,IDC      ,ms1mx , 3.6,NEIC     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601713605,se  ,ISC      ,02-08-2012,19:08:33.61, 23.0373,  94.2636,58.0,TRUE  ,ISC      ,mb    ,4.3,NEIC     ,mb    , 4.2,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601713614,ke  ,ISC      ,05-08-2012,06:36:49.56, 24.7944,  91.8322,38.5,      ,ISC      ,mb    ,3.6,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.8,IDC      ,ML    , 4.0,IDC      ,MS    , 2.9,IDC      ,Ms1   , 2.9,IDC      ,ms1mx , 2.5,DMN      ,Ml    , 4.9,NDI      ,ML    , 4.2,NEIC     ,mb    , 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601765499,ke  ,ISC      ,05-08-2012,15:35:43.23, 20.7485,  94.0936,52.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601765534,ke  ,ISC      ,06-08-2012,04:01:56.49, 21.8059,  94.5333,150.0,TRUE  ,ISC      ,mb    ,4.0,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601765572,ke  ,ISC      ,06-08-2012,19:48:03.35, 24.8281,  94.2690,72.0,TRUE  ,ISC      ,mb    ,3.3,IDC      ,mb    , 3.0,IDC      ,mb1   , 3.1,IDC      ,mb1mx , 2.8,IDC      ,mbtmp , 3.2,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722560,ke  ,ISC      ,09-08-2012,04:08:51.28, 26.2182,  93.5847,26.7,      ,NDI      ,ML    ,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722505,ke  ,ISC      ,14-08-2012,03:36:44.79, 23.5718,  93.9049,73.0,TRUE  ,NDI      ,ML    ,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601765915,ke  ,ISC      ,16-08-2012,02:51:22.16, 23.1239,  94.3925,58.0,TRUE  ,ISC      ,mb    ,4.0,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.8,IDC      ,ML    , 4.1,NDI      ,ML    , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601765970,ke  ,ISC      ,17-08-2012,06:19:22.11, 16.3942,  97.7960,10.0,TRUE  ,ISC      ,mb    ,3.7,ISC      ,MS    , 3.5,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.6,IDC      ,ML    , 3.9,IDC      ,MS    , 3.2,IDC      ,Ms1   , 3.2,IDC      ,ms1mx , 2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601766014,ke  ,ISC      ,17-08-2012,20:34:35.81, 20.6981,  97.5030,10.0,TRUE  ,ISC      ,mb    ,3.5,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.5,IDC      ,ML    , 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601652994,se  ,ISC      ,18-08-2012,04:01:58.08, 20.8927,  97.5932,10.0,TRUE  ,ISC      ,mb    ,4.0,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 3.9,IDC      ,ML    , 3.8,IDC      ,MS    , 3.2,IDC      ,Ms1   , 3.3,IDC      ,ms1mx , 2.5,NEIC     ,mb    , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722561,ke  ,ISC      ,18-08-2012,05:09:33.77, 25.3074,  93.8161,7.3,      ,NDI      ,ML    ,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601565891,fe  ,ISC      ,19-08-2012,09:24:48.98, 26.5980,  92.5377,46.8,      ,ISC      ,mb    ,4.8,ISC      ,MS    , 3.9,DMN      ,Ml    , 5.5,MOS      ,mb    , 5.2,BJI      ,mb    , 4.8,BJI      ,mB    , 4.9,BJI      ,Ms    , 4.3,BJI      ,Ms7   , 4.0,IDC      ,mb    , 4.4,IDC      ,mb1   , 4.4,IDC      ,mb1mx , 4.4,IDC      ,mbtmp , 4.6,IDC      ,ML    , 4.7,IDC      ,MS    , 3.9,IDC      ,Ms1   , 3.9,IDC      ,ms1mx , 3.5,NEIC     ,mb    , 4.8,NDI      ,ML    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601610409,ke  ,ISC      ,19-08-2012,19:04:56.03, 26.5854,  92.5684,40.5,      ,ISC      ,mb    ,4.0,ISC      ,MS    , 3.1,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 4.0,IDC      ,ML    , 4.1,IDC      ,MS    , 3.1,IDC      ,Ms1   , 3.1,IDC      ,ms1mx , 2.8,BJI      ,mb    , 4.1,BJI      ,ML    , 3.7,DMN      ,Ml    , 4.6,NDI      ,ML    , 3.9,NEIC     ,mb    , 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722562,ke  ,ISC      ,19-08-2012,20:52:54.75, 24.9222,  92.6957,37.7,      ,NDI      ,ML    ,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601766296,ke  ,ISC      ,22-08-2012,10:23:36.53, 24.3605,  90.9492,14.5,      ,IDC      ,mb    ,3.3,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.4,IDC      ,ML    , 3.9,IDC      ,MS    , 3.9,IDC      ,Ms1   , 3.9,IDC      ,ms1mx , 2.7,NDI      ,ML    , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601625874,ke  ,ISC      ,23-08-2012,15:51:32.66, 26.3098,  96.9895,10.0,TRUE  ,ISC      ,mb    ,3.4,NDI      ,ML    , 2.8,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722563,ke  ,ISC      ,24-08-2012,12:10:00.21, 26.4939,  92.6545,34.5,      ,NDI      ,ML    ,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606722549,ke  ,NDI      ,28-08-2012,21:14:38.50, 25.0200,  96.6400,30.0,TRUE  ,NDI      ,ML    ,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601755785,se  ,ISC      ,31-08-2012,19:10:07.05, 24.9889,  96.5459,10.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.9,IDC      ,ML    , 4.4,IDC      ,MS    , 4.3,IDC      ,Ms1   , 4.3,IDC      ,ms1mx , 3.1,NDI      ,ML    , 3.5,NEIC     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601833330,ke  ,ISC      ,03-09-2012,13:30:31.14, 27.1538,  90.3308,35.0,TRUE  ,ISC      ,mb    ,3.3,DMN      ,Ml    , 4.5,IDC      ,mb    , 3.0,IDC      ,mb1   , 3.2,IDC      ,mb1mx , 3.0,IDC      ,mbtmp , 3.3,IDC      ,ML    , 3.9,IDC      ,MS    , 3.3,IDC      ,Ms1   , 3.3,IDC      ,ms1mx , 2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606760135,ke  ,NDI      ,04-09-2012,07:42:34.60, 26.2870,  92.5710,19.9,      ,NDI      ,ML    ,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601777918,se  ,ISC      ,06-09-2012,18:27:10.39, 25.4879,  91.0861,34.6,      ,ISC      ,mb    ,4.2,NDI      ,ML    , 4.4,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 4.0,IDC      ,ML    , 3.9,IDC      ,MS    , 2.8,IDC      ,Ms1   , 3.0,IDC      ,ms1mx , 2.5,NEIC     ,mb    , 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601863164,ke  ,ISC      ,08-09-2012,11:36:43.26, 17.3823,  94.9836,35.0,TRUE  ,ISC      ,mb    ,3.8,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.8,IDC      ,ML    , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601863312,ke  ,ISC      ,10-09-2012,19:22:14.46, 23.2871,  90.7116,35.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.8,NDI      ,ML    , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601703102,se  ,ISC      ,11-09-2012,03:20:17.96, 24.6715,  99.2817,10.0,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    , 4.0,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.2,IDC      ,MS    , 4.1,IDC      ,Ms1   , 4.1,IDC      ,ms1mx , 3.2,BJI      ,mb    , 4.4,BJI      ,mB    , 4.6,BJI      ,ML    , 4.3,BJI      ,Ms    , 4.5,BJI      ,Ms7   , 4.4,NEIC     ,mb    , 4.6,BJI      ,ML    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601703105,se  ,ISC      ,11-09-2012,03:21:21.82, 24.6510,  99.1961,13.3,      ,ISC      ,mb    ,5.0,ISC      ,MS    , 4.4,IDC      ,mb    , 4.6,IDC      ,mb1   , 4.7,IDC      ,mb1mx , 4.6,IDC      ,mbtmp , 4.6,IDC      ,ML    , 4.5,BJI      ,mb    , 4.7,BJI      ,mB    , 5.0,BJI      ,ML    , 5.0,BJI      ,Ms    , 4.9,BJI      ,Ms7   , 4.5,NEIC     ,mb    , 5.0,BJI      ,ML    , 5.0,MOS      ,mb    , 5.1,MOS      ,MS    , 4.3,GCMT     ,MW    , 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601704942,se  ,ISC      ,11-09-2012,11:09:46.81, 23.8382,  94.2659,50.0,      ,ISC      ,mb    ,4.7,ISC      ,MS    , 3.5,IDC      ,mb    , 4.4,IDC      ,mb1   , 4.5,IDC      ,mb1mx , 4.2,IDC      ,mbtmp , 4.4,IDC      ,ML    , 3.8,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.3,MOS      ,mb    , 4.9,BJI      ,mb    , 4.6,BJI      ,mB    , 4.6,BJI      ,ML    , 3.8,BJI      ,Ms    , 4.1,BJI      ,Ms7   , 3.8,NDI      ,ML    , 3.9,NEIC     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601851658,se  ,ISC      ,11-09-2012,18:09:50.09, 24.6110,  93.6727,63.3,      ,ISC      ,mb    ,4.1,NDI      ,ML    , 3.8,NEIC     ,mb    , 4.5,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.5,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.5,IDC      ,ML    , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601719480,ke  ,ISC      ,15-09-2012,18:25:53.22, 25.0821, 100.0373,10.0,TRUE  ,ISC      ,mb    ,3.7,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.4,IDC      ,mbtmp , 3.6,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.8,BJI      ,ML    , 3.7,BJI      ,Ms    , 3.6,BJI      ,Ms7   , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601863604,ke  ,ISC      ,15-09-2012,21:07:21.63, 22.5219,  93.7225,59.0,TRUE  ,ISC      ,mb    ,3.6,IDC      ,mb    , 3.2,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601863649,ke  ,ISC      ,16-09-2012,12:23:08.74, 24.4775,  94.0353,72.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.3,IDC      ,ML    , 3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603909435,ke  ,NDI      ,18-09-2012,18:08:54.90, 26.0440,  90.6120,20.0,TRUE  ,NDI      ,ML    ,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601863785,ke  ,ISC      ,18-09-2012,23:12:48.18, 26.1807,  93.2640,6.1,      ,ISC      ,mb    ,3.4,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.5,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.3,NDI      ,ML    , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
